City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nueva loja,0.0847,-76.8828,293.67,98,100,0.49,EC,1679960212
367,lusambo,-4.9667,23.45,291.62,99,95,0.51,CD,1679960212
368,garoua,9.3,13.4,302.22,17,91,0.04,CM,1679960213
369,adiake,5.2863,-3.304,298.04,89,96,1.83,CI,1679960213
370,manoel urbano,-8.8389,-69.2597,296.09,99,100,0.51,BR,1679960214
371,pio ix,-6.8375,-40.5792,295.25,82,62,1.52,BR,1679960214
372,phuket,8.0,98.25,299.27,100,20,1.54,TH,1679960214
373,mocajuba,-2.5842,-49.5072,296.65,96,87,0.92,BR,1679960215
374,ocamonte,6.3401,-73.1223,290.94,96,87,0.91,CO,1679960215
375,cartagena del chaira,1.3349,-74.8429,295.6,96,92,1.88,CO,1679960215
376,caucaia,-3.7361,-38.6531,299.12,82,75,1.03,BR,1679960216
377,konza,-1.7426,37.1294,288.75,93,59,1.97,KE,1679960216
378,beni,0.5,29.4667,289.26,99,50,0.8,CD,1679960217
379,tema,5.667,-0.0166,301.38,78,0,3.6,GH,1679960217
380,lagunas,-5.2269,-75.6753,295.11,99,100,0.77,PE,1679960218
381,tshikapa,-6.4167,20.8,292.69,97,100,0.93,CD,1679960218
382,kintampo,8.0563,-1.7306,298.14,73,66,3.64,GH,1679960218
383,lagos,6.5833,3.75,300.33,82,100,1.51,NG,1679959580
384,yendi,9.4427,-0.0099,303.96,44,84,2.21,GH,1679960219
385,kalangala,-0.3089,32.225,294.79,67,78,2.21,UG,1679959754
386,katerero,-1.4,31.7333,291.47,87,88,1.69,TZ,1679960220
387,mitu,1.1983,-70.1733,296.58,96,100,0.88,CO,1679960220
388,tiebissou,7.1574,-5.2257,298.2,89,92,1.69,CI,1679960220
389,numan,9.4667,12.0333,302.1,14,91,2.11,NG,1679960221
390,bumba,2.1833,22.4667,295.08,90,41,1.28,CD,1679960221
391,guamo,4.0308,-74.9701,300.1,64,75,2.74,CO,1679960222
392,robertsport,6.7533,-11.3686,299.36,85,100,2.78,LR,1679960222
393,mungwi,-10.1732,31.3694,290.04,99,100,1.27,ZM,1679960059
394,sao geraldo do araguaia,-6.4006,-48.555,296.56,94,85,0.46,BR,1679960223
395,altamira,-3.2033,-52.2064,295.39,95,82,1.03,BR,1679960224
396,mendi,-6.1761,143.6513,291.35,75,100,0.7,PG,1679960224
397,jalingo,8.8833,11.3667,302.13,15,98,1.55,NG,1679960225
398,konde,-4.95,39.75,300.15,81,83,1.51,TZ,1679960225
399,kibaya,-5.3,36.5667,288.47,94,98,0.39,TZ,1679960227
400,novita,4.9551,-76.6053,297.15,95,98,0.79,CO,1679960228
401,mbarara,-0.608,30.65,290.1,92,94,0.83,UG,1679960229
402,jawhar,2.7809,45.5005,299.4,73,54,3.67,SO,1679960229
403,lodja,-3.4833,23.4333,291.83,95,97,1.0,CD,1679960230
404,caetes,-8.7731,-36.6225,292.44,86,51,3.48,BR,1679960230
405,ikere,7.4913,5.2322,296.55,77,97,1.15,NG,1679960231
406,moyale,3.5167,39.0584,294.12,76,80,0.62,KE,1679960231
407,kilindoni,-7.9139,39.6668,300.31,79,77,2.17,TZ,1679960232
408,naberera,-4.2,36.9333,290.54,93,86,1.36,TZ,1679960232
409,fonte boa,-2.4959,-66.2662,296.46,98,65,1.21,BR,1679960233
410,laje,-10.1833,-40.9667,295.29,73,53,2.38,BR,1679960234
411,puerto guzman,0.9703,-76.5858,295.18,97,100,0.7,CO,1679960234
412,muli,2.9167,73.5667,301.19,75,17,4.25,MV,1679959729
413,uarini,-2.99,-65.1083,296.54,97,90,0.66,BR,1679960235
414,lodwar,3.1191,35.5973,301.38,56,100,0.67,KE,1679960236
415,chapadinha,-3.7417,-43.3603,295.86,99,99,1.15,BR,1679960237
416,kiboga,0.9161,31.7742,289.71,98,97,0.37,UG,1679960238
417,envira,-7.3,-70.2167,295.39,98,67,0.68,BR,1679960239
418,manono,-7.3,27.4167,292.29,99,100,0.75,CD,1679960241
419,kouango,4.9934,19.9619,297.46,70,47,1.62,CF,1679960241
420,barcelos,41.5388,-8.6151,286.99,63,100,2.2,PT,1679960242
421,gamboma,-1.8764,15.8644,295.76,88,88,1.02,CG,1679960242
422,puerto armuelles,8.2833,-82.8667,303.14,76,58,2.97,PA,1679960220
423,calabozo,8.9242,-67.4293,304.28,30,45,2.94,VE,1679960042
424,puerto ayacucho,5.6639,-67.6236,300.04,68,98,2.1,VE,1679960072
425,rumonge,-3.9736,29.4386,294.73,85,97,0.56,BI,1679960244
426,madingou,-4.1536,13.55,295.47,97,99,0.88,CG,1679960245
427,tefe,-3.3542,-64.7114,300.21,89,40,2.06,BR,1679960245
428,tamandare,-8.7597,-35.1047,298.68,80,6,2.92,BR,1679960246
429,chuka,-0.3332,37.6459,289.8,86,56,1.88,KE,1679960246
430,mafinga,-7.25,35.0667,291.61,96,98,1.03,TZ,1679960247
431,mongomo,1.6274,11.3135,292.84,99,76,0.76,GQ,1679960248
432,praia,14.9215,-23.5087,296.45,64,0,2.57,CV,1679959784
433,banyo,6.75,11.8167,297.36,47,100,0.85,CM,1679960249
434,doba,8.65,16.85,300.68,20,74,1.65,TD,1679960250
435,anloga,5.7947,0.8973,301.1,74,64,4.27,GH,1679960250
436,magadi,12.9667,77.2333,295.73,46,98,0.94,IN,1679960251
437,timbauba,-7.5053,-35.3183,296.67,87,37,1.56,BR,1679960251
438,puerto baquerizo moreno,-0.9,-89.6,300.13,78,48,3.89,EC,1679960252
439,yangambi,0.8102,24.4336,293.74,94,65,1.24,CD,1679960253
440,moratuwa,6.773,79.8816,298.16,87,46,2.38,LK,1679960254
441,birao,10.2849,22.7882,297.79,26,38,2.02,CF,1679960255
442,marienburg,54.0359,19.0266,275.39,71,0,2.56,PL,1679960255
443,kribi,2.95,9.9167,299.41,87,78,2.69,CM,1679960255
444,ewo,-0.8725,14.8206,296.45,85,80,0.86,CG,1679960256
445,salalah,17.0151,54.0924,301.2,78,75,4.63,OM,1679960256
446,batouri,4.4333,14.3667,295.06,80,94,1.27,CM,1679960257
447,pacasmayo,-7.4006,-79.5714,299.3,74,89,4.48,PE,1679960257
448,negombo,7.2083,79.8358,298.18,100,20,1.03,LK,1679960258
449,teluk nibung,3.001,99.8164,297.56,94,100,1.54,ID,1679960258
450,nioki,-2.7167,17.6833,295.32,94,95,0.82,CD,1679960259
451,tariba,7.8188,-72.2243,296.46,71,96,0.29,VE,1679960259
452,rumuruti,0.267,36.5389,288.52,92,22,2.12,KE,1679960260
453,zemio,5.0314,25.1361,296.9,64,78,1.16,CF,1679959733
454,idah,7.1065,6.7342,299.02,74,97,1.17,NG,1679960261
455,catole do rocha,-6.3439,-37.7467,296.39,87,46,1.52,BR,1679960261
456,camabatela,-8.1881,15.375,288.83,96,95,1.08,AO,1679960262
457,darien,41.752,-87.974,280.8,47,20,6.69,US,1679960262
458,abakaliki,6.3163,8.1169,298.87,74,100,1.88,NG,1679960263
459,waterloo,43.4668,-80.5164,276.42,92,100,3.09,CA,1679960263
460,codajas,-3.8367,-62.0569,296.42,98,91,0.71,BR,1679960263
461,amlame,7.4667,0.9,297.29,78,93,0.67,TG,1679960264
462,agboville,5.928,-4.2132,297.04,94,93,2.21,CI,1679960265
463,utete,-7.986,38.758,296.19,96,100,0.67,TZ,1679960265
464,ipubi,-7.6519,-40.1489,295.78,80,69,1.39,BR,1679960073
465,jacqueville,5.2052,-4.4146,300.01,85,73,3.87,CI,1679959710
466,savalou,7.9281,1.9756,299.41,70,79,2.01,BJ,1679960266
467,alindao,5.0267,21.2088,296.34,70,20,1.35,CF,1679960266
468,gbarnga,6.9956,-9.4722,295.69,97,95,1.19,LR,1679960267
469,katiola,8.1333,-5.1,299.5,76,100,1.52,CI,1679960268
470,buta,2.7858,24.73,294.0,92,78,1.13,CD,1679960268
471,asosa,10.0667,34.5333,292.36,29,37,2.36,ET,1679960269
472,ikwiriri,-7.9562,38.9716,296.21,97,99,0.94,TZ,1679960269
473,djambala,-2.5447,14.7533,294.43,85,100,0.41,CG,1679960269
474,tshela,-4.9833,12.9333,295.77,99,98,0.37,CD,1679960270
